ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
,isolationS,IS_E_01,ga,gallo,gato,NA,NA,1,2,4,CV,1,0,gallo,gato,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_02,la,lago,pelo,NA,NA,0,2,4,CV,1,0,lago,pelo,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_03,mo,mochila,moneda,NA,NA,1,3,6,CV,1,0,mochila,moneda,0,1,0,NA,NA,NA,NA,
,isolationS,IS_P_01,co,conejo,cocina,NA,NA,1,3,6,CV,1,1,conejo,cocina,0,1,1,NA,1,True,3.61599,
,isolationS,IS_P_02,go,gota,ceja,NA,NA,0,2,4,CV,1,1,gota,ceja,0,1,2,NA,0,True,4.575912,
,isolationS,IS_P_03,ca,cabeza,cadena,NA,NA,1,3,6,CV,1,1,cabeza,cadena,0,1,3,NA,1,True,2.236046,
,isolationS,IS_P_04,gri,grillo,gripe,NA,NA,1,2,5,CCV,1,1,grillo,gripe,0,1,4,NA,1,True,1.743698,
,isolationS,IS_T_25,tri,triciclo,trineo,NA,NA,1,3,8,CCV,1,2,triciclo,trineo,0,1,1,NA,1,True,2.501427,
,isolationS,IS_T_20,te,tesoro,ballena,NA,NA,0,3,6,CV,1,2,tesoro,ballena,0,1,2,NA,0,True,1.723404,
,isolationS,IS_T_15,fla,flaco,pluma,NA,NA,0,2,5,CCV,1,2,flaco,pluma,0,1,3,NA,0,True,1.602844,
,isolationS,IS_T_01,bo,boca,bote,NA,NA,1,2,4,CV,1,2,boca,bote,0,1,4,NA,1,True,1.688469,
,isolationS,IS_T_03,lu,lupa,luna,NA,NA,1,2,4,CV,1,2,lupa,luna,0,1,5,NA,1,True,1.359787,
