ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
,isolationS,IS_E_01,ga,gallo,gato,NA,NA,1,2,4,CV,1,0,gallo,gato,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_02,la,lago,pelo,NA,NA,0,2,4,CV,1,0,lago,pelo,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_03,mo,mochila,moneda,NA,NA,1,3,6,CV,1,0,mochila,moneda,0,1,0,NA,NA,NA,NA,
,isolationS,IS_P_01,co,conejo,cocina,NA,NA,1,3,6,CV,1,1,conejo,cocina,0,1,1,NA,1,True,0.9041595,
,isolationS,IS_P_02,go,gota,ceja,NA,NA,0,2,4,CV,1,1,gota,ceja,0,1,2,NA,0,True,0.5329742,
,isolationS,IS_P_03,ca,cabeza,cadena,NA,NA,1,3,6,CV,1,1,cabeza,cadena,0,1,3,NA,1,True,0.1521835,
,isolationS,IS_P_04,gri,grillo,gripe,NA,NA,1,2,5,CCV,1,1,grillo,gripe,0,1,4,NA,1,True,0.07219696,
,isolationS,IS_T_16,bi,bigote,billete,NA,NA,1,3,6,CV,1,2,bigote,billete,0,1,1,NA,1,True,1.963409,
,isolationS,IS_T_08,ro,ropa,vaso,NA,NA,0,2,4,CV,1,2,ropa,vaso,0,1,2,NA,1,False,1.331589,
,isolationS,IS_T_20,te,tesoro,ballena,NA,NA,0,3,6,CV,1,2,tesoro,ballena,0,1,3,NA,0,True,0.5563431,
,isolationS,IS_T_17,ce,cebolla,cepillo,NA,NA,1,3,6,CV,1,2,cebolla,cepillo,0,1,4,NA,0,False,0.3915863,
,isolationS,IS_T_13,bru,bruja,globo,NA,NA,0,2,5,CCV,1,2,bruja,globo,0,1,5,NA,1,False,0.4396973,
,isolationP,IP_E_01,b,bote,beso,NA,NA,1,2,4,CV,1,0,bote,beso,0,2,0,NA,NA,NA,NA,
,isolationP,IP_E_02,r,risa,faro,NA,NA,0,2,4,CV,1,0,risa,faro,0,2,0,NA,NA,NA,NA,
,isolationP,IP_E_03,br,brazo,bruja,NA,NA,1,2,5,CCV,1,0,brazo,bruja,0,2,0,NA,NA,NA,NA,
,isolationP,IP_P_01,g,gota,gallo,NA,NA,1,2,4,CV,1,1,gota,gallo,0,2,1,NA,1,True,1.487717,
,isolationP,IP_P_02,tr,trigo,traje,NA,NA,1,2,5,CCV,1,1,trigo,traje,0,2,2,NA,1,True,0.2533722,
,isolationP,IP_P_03,cl,clavo,truco,NA,NA,0,2,5,CCV,1,1,clavo,truco,0,2,3,NA,0,True,0.03175354,
,isolationP,IP_T_24,gr,grillo,plaza,NA,NA,0,2,5,CCV,1,2,grillo,plaza,0,2,1,NA,1,False,0.4871979,
,isolationP,IP_T_16,l,labio,feria,NA,NA,0,2,5,CV,1,2,labio,feria,0,2,2,NA,1,False,0.3399811,
,isolationP,IP_T_21,gr,gripe,playa,NA,NA,0,2,5,CCV,1,2,gripe,playa,0,2,3,NA,1,False,0.3151398,
,isolationP,IP_T_06,c,codo,perro,NA,NA,0,2,4,CV,1,2,codo,perro,0,2,4,NA,1,False,0.1680298,
,isolationP,IP_T_04,l,luna,lago,NA,NA,1,2,4,CV,1,2,luna,lago,0,2,5,NA,1,True,0.2333984,
,blendingS,BS_E_01,perro,perro,pelo,gato,faro,perro,2,4,CV,NA,0,perro_s,NA,0,3,0,2,NA,NA,NA,
,blendingS,BS_E_02,tetera,tetera,tesoro,botella,juguete,tetera,3,6,CV,NA,0,tetera_s,NA,0,3,0,2,NA,NA,NA,
,blendingS,BS_P_01,cama,cama,capa,mesa,pato,cama,2,4,CV,NA,1,cama_s,NA,0,3,1,0,cama,True,0.231308,
,blendingS,BS_P_02,brillo,brillo,brisa,NA,preso,brillo,2,5,CCV,NA,1,brillo_s,NA,0,3,2,1,brillo,True,0.1317291,
,blendingS,BS_P_03,paleta,paleta,panera,pelota,ballena,paleta,3,6,CV,NA,1,paleta_s,NA,0,3,3,3,paleta,True,0.372406,
,blendingS,BS_T_04,sapo,sapo,saco,loro,lago,sapo,2,4,CV,NA,2,sapo_s,NA,0,3,1,2,sapo,True,0.2027435,
,blendingS,BS_T_15,billetera,billetera,bicicleta,monedero,telefono,billetera,4,8,CV,NA,2,billetera_s,NA,0,3,2,0,billetera,True,0,
,blendingS,BS_T_01,ceja,ceja,cena,boca,ropa,ceja,2,4,CV,NA,2,ceja_s,NA,0,3,3,3,ceja,True,0.1125488,
,blendingS,BS_T_03,mano,mano,mago,dedo,jugo,mano,2,4,CV,NA,2,mano_s,NA,0,3,4,2,mano,True,0.03179932,
,blendingS,BS_T_11,camisa,camisa,cadena,zapato,laguna,camisa,3,6,CV,NA,2,camisa_s,NA,0,3,5,2,camisa,True,0.06808472,
,blendingP,BP_E_01,gorro,gorro,gota,saco,silla,gorro,2,4,CV,NA,0,gorro_f,NA,0,4,0,0,NA,NA,NA,
,blendingP,BP_E_02,fresa,fresa,freno,NA,brazo,fresa,2,5,CCV,NA,0,fresa_f,NA,0,4,0,1,NA,NA,NA,
,blendingP,BP_P_01,sopa,sopa,ropa,jugo,cena,sopa,2,4,CV,NA,1,sopa_f,NA,0,4,1,1,sopa,True,0.1619263,
,blendingP,BP_P_02,plato,plato,plaza,NA,bruja,plato,2,5,CCV,NA,1,plato_f,NA,0,4,2,0,plato,True,0.6044006,
,blendingP,BP_P_03,rodilla,rodilla,ropero,barriga,juguete,rodilla,3,6,CV,NA,1,rodilla_f,NA,0,4,3,1,rodilla,True,0,
,blendingP,BP_T_09,grillo,grillo,gripe,NA,trebol,grillo,2,5,CCV,NA,2,grillo_f,NA,0,4,1,2,gripe,False,0.4563904,
,blendingP,BP_T_16,botella,botella,bocina,tetera,laguna,botella,3,6,CV,NA,2,botella_f,NA,0,4,2,2,botella,True,0.3122253,
,blendingP,BP_T_05,papel,papel,patio,sobre,raton,papel,2,5,CV,NA,2,papel_f,NA,0,4,3,3,papel,True,0.6726074,
,blendingP,BP_T_04,pato,pato,palo,foca,lupa,pato,2,4,CV,NA,2,pato_f,NA,0,4,4,2,pato,True,0.1687012,
,blendingP,BP_T_10,flecha,flecha,fleco,NA,preso,flecha,2,5,CCV,NA,2,flecha_f,NA,0,4,5,2,flecha,True,0.100769,
,segmentationS,SS_E_01,mesa,mesa,NA,NA,NA,2,2,4,CV,NA,0,mesa,NA,0,5,0,NA,NA,NA,NA,
,segmentationS,SS_E_02,platillo,platillo,NA,NA,NA,3,3,7,CCV,NA,0,platillo,NA,0,5,0,NA,NA,NA,NA,
,segmentationS,SS_P_01,pato,pato,NA,NA,NA,2,2,4,CCV,NA,1,pato,NA,0,5,1,NA,2,True,8.03595,
,segmentationS,SS_P_02,galleta,galleta,NA,NA,NA,3,3,6,CV,NA,1,galleta,NA,0,5,2,NA,3,True,1.143799,
,segmentationS,SS_P_03,bruja,bruja,NA,NA,NA,2,2,5,CCV,NA,1,bruja,NA,0,5,3,NA,2,True,1.56424,
,segmentationS,SS_T_12,tomate,tomate,NA,NA,NA,3,3,6,CV,NA,2,tomate,NA,0,5,1,NA,3,True,1.414581,
,segmentationS,SS_T_18,mariposa,mariposa,NA,NA,NA,4,4,8,CV,NA,2,mariposa,NA,0,5,2,NA,4,True,1.37204,
,segmentationS,SS_T_17,bicicleta,bicicleta,NA,NA,NA,4,4,9,CV,NA,2,bicicleta,NA,0,5,3,NA,4,True,2.895996,
,segmentationS,SS_T_08,fruta,fruta,NA,NA,NA,2,2,5,CCV,NA,2,fruta,NA,0,5,4,NA,2,True,1.303345,
,segmentationS,SS_T_10,ballena,ballena,NA,NA,NA,3,3,6,CV,NA,2,ballena,NA,0,5,5,NA,3,True,1.087646,
,segmentationP,SP_E_01,luna,luna,NA,NA,NA,4,2,4,CV,NA,0,luna,NA,0,6,0,NA,NA,NA,NA,
,segmentationP,SP_E_02,traje,traje,NA,NA,NA,5,2,5,CCV,NA,0,traje,NA,0,6,0,NA,NA,NA,NA,
,segmentationP,SP_P_01,pie,pie,NA,NA,NA,3,1,3,CV,NA,1,pie,NA,0,6,1,NA,3,True,3.068329,
,segmentationP,SP_P_02,fruta,fruta,NA,NA,NA,5,2,5,CCV,NA,1,fruta,NA,0,6,2,NA,4,False,3.431946,
,segmentationP,SP_P_02,fruta,fruta,NA,NA,NA,5,2,5,CCV,NA,1,fruta,NA,0,6,2,NA,5,True,1.251068,
,segmentationP,SP_P_03,paleta,paleta,NA,NA,NA,6,3,6,CV,NA,1,paleta,NA,0,6,3,NA,6,True,3.238403,
,segmentationP,SP_T_13,reloj,reloj,NA,NA,NA,5,2,5,CV,NA,2,reloj,NA,0,6,1,NA,4,False,0.7710876,
,segmentationP,SP_T_23,pelota,pelota,NA,NA,NA,6,3,6,CV,NA,2,pelota,NA,0,6,2,NA,5,False,0.6718445,
,segmentationP,SP_T_06,cine,cine,NA,NA,NA,4,2,4,CV,NA,2,cine,NA,0,6,3,NA,4,True,0.6481323,
,segmentationP,SP_T_17,bruja,bruja,NA,NA,NA,5,2,5,CCV,NA,2,bruja,NA,0,6,4,NA,5,True,0.4559631,
,segmentationP,SP_T_18,preso,preso,NA,NA,NA,5,2,5,CCV,NA,2,preso,NA,0,6,5,NA,4,False,0.6358948,
