ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
,blendingP,BP_E_01,gorro,gorro,gota,saco,silla,gorro,2,4,CV,NA,0,gorro_f,NA,0,1,0,0,NA,NA,NA,
,blendingP,BP_E_02,fresa,fresa,freno,NA,brazo,fresa,2,5,CCV,NA,0,fresa_f,NA,0,1,0,1,NA,NA,NA,
,blendingP,BP_P_01,sopa,sopa,ropa,jugo,cena,sopa,2,4,CV,NA,1,sopa_f,NA,0,1,1,2,sopa,True,0.06813812,
,blendingP,BP_P_02,plato,plato,plaza,NA,bruja,plato,2,5,CCV,NA,1,plato_f,NA,0,1,2,2,plato,True,1.060394,
,blendingP,BP_P_03,rodilla,rodilla,ropero,barriga,juguete,rodilla,3,6,CV,NA,1,rodilla_f,NA,0,1,3,0,rodilla,True,2.780121,
,blendingP,BP_T_12,trapo,trapo,traje,NA,flaco,trapo,2,5,CCV,NA,2,trapo_f,NA,0,1,1,2,trapo,True,0.4842072,
,blendingP,BP_T_11,clavo,clavo,clase,NA,pluma,clavo,2,5,CCV,NA,2,clavo_f,NA,0,1,2,2,clavo,True,0.4600677,
,blendingP,BP_T_08,cajon,cajon,cable,cofre,letra,cajon,2,5,CV,NA,2,cajon_f,NA,0,1,3,0,cajon,True,0.4884109,
,blendingP,BP_T_03,boca,boca,bote,ceja,cine,boca,2,4,CV,NA,2,boca_f,NA,0,1,4,2,boca,True,0.4840393,
,blendingP,BP_T_16,botella,botella,bocina,tetera,laguna,botella,3,6,CV,NA,2,botella_f,NA,0,1,5,3,botella,True,0.3202744,
,isolationP,IP_E_01,b,bote,beso,NA,NA,1,2,4,CV,1,0,bote,beso,0,2,0,NA,NA,NA,NA,
,isolationP,IP_E_02,r,risa,faro,NA,NA,0,2,4,CV,1,0,risa,faro,0,2,0,NA,NA,NA,NA,
,isolationP,IP_E_03,br,brazo,bruja,NA,NA,1,2,5,CCV,1,0,brazo,bruja,0,2,0,NA,NA,NA,NA,
,isolationP,IP_P_01,g,gota,gallo,NA,NA,1,2,4,CV,1,1,gota,gallo,0,2,1,NA,1,True,2.799408,
,isolationP,IP_P_02,tr,trigo,traje,NA,NA,1,2,5,CCV,1,1,trigo,traje,0,2,2,NA,1,True,1.646896,
,isolationP,IP_P_03,cl,clavo,truco,NA,NA,0,2,5,CCV,1,1,clavo,truco,0,2,3,NA,0,True,2.595703,
,isolationP,IP_T_22,cl,clase,preso,NA,NA,0,2,5,CCV,1,2,clase,preso,0,2,1,NA,0,True,2.07515,
,isolationP,IP_T_12,r,raton,robot,NA,NA,1,2,5,CV,1,2,raton,robot,0,2,2,NA,1,True,2.134537,
,isolationP,IP_T_11,c,collar,cajon,NA,NA,1,2,5,CV,1,2,collar,cajon,0,2,3,NA,1,True,1.608078,
,isolationP,IP_T_31,g,galleta,moneda,NA,NA,0,3,6,CV,1,2,galleta,moneda,0,2,4,NA,0,True,1.747559,
,isolationP,IP_T_27,m,muneca,mochila,NA,NA,1,3,6,CV,1,2,muneca,mochila,0,2,5,NA,1,True,2.006958,
,segmentationP,SP_E_01,luna,luna,NA,NA,NA,4,2,4,CV,NA,0,luna,NA,0,3,0,NA,NA,NA,NA,
,segmentationP,SP_E_02,traje,traje,NA,NA,NA,5,2,5,CCV,NA,0,traje,NA,0,3,0,NA,NA,NA,NA,
,segmentationP,SP_P_01,pie,pie,NA,NA,NA,3,1,3,CV,NA,1,pie,NA,0,3,1,NA,3,True,9.364136,
,segmentationP,SP_P_02,fruta,fruta,NA,NA,NA,5,2,5,CCV,NA,1,fruta,NA,0,3,2,NA,5,True,12.02744,
,segmentationP,SP_P_03,paleta,paleta,NA,NA,NA,6,3,6,CV,NA,1,paleta,NA,0,3,3,NA,6,True,5.064423,
,segmentationP,SP_T_17,bruja,bruja,NA,NA,NA,5,2,5,CCV,NA,2,bruja,NA,0,3,1,NA,5,True,3.652527,
,segmentationP,SP_T_25,trebol,trebol,NA,NA,NA,6,2,6,CCV,NA,2,trebol,NA,0,3,2,NA,6,True,2.975861,
,segmentationP,SP_T_03,pez,pez,NA,NA,NA,3,1,3,CV,NA,2,pez,NA,0,3,3,NA,3,True,1.711517,
,segmentationP,SP_T_02,pan,pan,NA,NA,NA,3,1,3,CV,NA,2,pan,NA,0,3,4,NA,3,True,1.335327,
,segmentationP,SP_T_18,preso,preso,NA,NA,NA,5,2,5,CCV,NA,2,preso,NA,0,3,5,NA,5,True,2.676117,
