ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
,isolationS,IS_E_01,ga,gallo,gato,NA,NA,1,2,4,CV,1,0,gallo,gato,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_02,la,lago,pelo,NA,NA,0,2,4,CV,1,0,lago,pelo,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_03,mo,mochila,moneda,NA,NA,1,3,6,CV,1,0,mochila,moneda,0,1,0,NA,NA,NA,NA,
,isolationS,IS_P_01,co,conejo,cocina,NA,NA,1,3,6,CV,1,1,conejo,cocina,0,1,1,NA,1,True,0.01583862,
,isolationS,IS_P_02,go,gota,ceja,NA,NA,0,2,4,CV,1,1,gota,ceja,0,1,2,NA,0,True,0.4836655,
,isolationS,IS_P_03,ca,cabeza,cadena,NA,NA,1,3,6,CV,1,1,cabeza,cadena,0,1,3,NA,1,True,0.2315903,
,isolationS,IS_P_04,gri,grillo,gripe,NA,NA,1,2,5,CCV,1,1,grillo,gripe,0,1,4,NA,1,True,0.09970856,
,isolationS,IS_T_03,lu,lupa,luna,NA,NA,1,2,4,CV,1,2,lupa,luna,0,1,1,NA,1,True,1.371933,
,isolationS,IS_T_12,bra,brazo,freno,NA,NA,0,2,5,CCV,1,2,brazo,freno,0,1,2,NA,0,True,1.828018,
,isolationS,IS_T_10,pla,plato,playa,NA,NA,1,2,5,CCV,1,2,plato,playa,0,1,3,NA,1,True,1.463989,
,isolationS,IS_T_25,tri,triciclo,trineo,NA,NA,1,3,8,CCV,1,2,triciclo,trineo,0,1,4,NA,1,True,1.687119,
,isolationS,IS_T_15,fla,flaco,pluma,NA,NA,0,2,5,CCV,1,2,flaco,pluma,0,1,5,NA,0,True,1.739357,
,isolationP,IP_E_01,b,bote,beso,NA,NA,1,2,4,CV,1,0,bote,beso,0,2,0,NA,NA,NA,NA,
,isolationP,IP_E_02,r,risa,faro,NA,NA,0,2,4,CV,1,0,risa,faro,0,2,0,NA,NA,NA,NA,
,isolationP,IP_E_03,br,brazo,bruja,NA,NA,1,2,5,CCV,1,0,brazo,bruja,0,2,0,NA,NA,NA,NA,
,isolationP,IP_P_01,g,gota,gallo,NA,NA,1,2,4,CV,1,1,gota,gallo,0,2,1,NA,1,True,0.2361603,
,isolationP,IP_P_02,tr,trigo,traje,NA,NA,1,2,5,CCV,1,1,trigo,traje,0,2,2,NA,1,True,0.4039307,
,isolationP,IP_P_03,cl,clavo,truco,NA,NA,0,2,5,CCV,1,1,clavo,truco,0,2,3,NA,0,True,0.4399261,
,isolationP,IP_T_22,cl,clase,preso,NA,NA,0,2,5,CCV,1,2,clase,preso,0,2,1,NA,0,True,1.792175,
,isolationP,IP_T_18,fl,flaco,flecha,NA,NA,1,2,5,CCV,1,2,flaco,flecha,0,2,2,NA,1,True,1.671799,
,isolationP,IP_T_13,r,regla,cabra,NA,NA,0,2,5,CV,1,2,regla,cabra,0,2,3,NA,0,True,1.623474,
,isolationP,IP_T_26,c,cuchillo,camisa,NA,NA,1,3,6,CV,1,2,cuchillo,camisa,0,2,4,NA,1,True,1.891418,
,isolationP,IP_T_09,b,barba,bomba,NA,NA,1,2,5,CV,1,2,barba,bomba,0,2,5,NA,1,True,1.891251,
,blendingS,BS_E_01,perro,perro,pelo,gato,faro,perro,2,4,CV,NA,0,perro_s,NA,0,3,0,2,NA,NA,NA,
,blendingS,BS_E_02,tetera,tetera,tesoro,botella,juguete,tetera,3,6,CV,NA,0,tetera_s,NA,0,3,0,3,NA,NA,NA,
,blendingS,BS_P_01,cama,cama,capa,mesa,pato,cama,2,4,CV,NA,1,cama_s,NA,0,3,1,1,cama,True,0.4040985,
,blendingS,BS_P_02,brillo,brillo,brisa,NA,preso,brillo,2,5,CCV,NA,1,brillo_s,NA,0,3,2,0,brillo,True,0.5514221,
,blendingS,BS_P_03,paleta,paleta,panera,pelota,ballena,paleta,3,6,CV,NA,1,paleta_s,NA,0,3,3,1,paleta,True,0.8365784,
,blendingS,BS_T_05,gripe,gripe,grillo,NA,bruja,gripe,2,5,CCV,NA,2,gripe_s,NA,0,3,1,1,gripe,True,0.2874451,
,blendingS,BS_T_13,platillo,platillo,planeta,NA,crayola,platillo,3,7,CCV,NA,2,platillo_s,NA,0,3,2,0,platillo,True,0.4680786,
,blendingS,BS_T_16,zapatilla,zapatilla,zanahoria,camiseta,lapicera,zapatilla,4,8,CV,NA,2,zapatilla_s,NA,0,3,3,1,zapatilla,True,0.6885986,
,blendingS,BS_T_06,plato,plato,playa,NA,fruta,plato,2,5,CCV,NA,2,plato_s,NA,0,3,4,1,plato,True,0.6200867,
,blendingS,BS_T_02,copa,copa,codo,vaso,reja,copa,2,4,CV,NA,2,copa_s,NA,0,3,5,3,copa,True,0.2366333,
,blendingP,BP_E_01,gorro,gorro,gota,saco,silla,gorro,2,4,CV,NA,0,gorro_f,NA,0,4,0,2,NA,NA,NA,
,blendingP,BP_E_02,fresa,fresa,freno,NA,brazo,fresa,2,5,CCV,NA,0,fresa_f,NA,0,4,0,1,NA,NA,NA,
,blendingP,BP_P_01,sopa,sopa,ropa,jugo,cena,sopa,2,4,CV,NA,1,sopa_f,NA,0,4,1,2,sopa,True,0.9044189,
,blendingP,BP_P_02,plato,plato,plaza,NA,bruja,plato,2,5,CCV,NA,1,plato_f,NA,0,4,2,0,plato,True,1.603577,
,blendingP,BP_P_03,rodilla,rodilla,ropero,barriga,juguete,rodilla,3,6,CV,NA,1,rodilla_f,NA,0,4,3,1,rodilla,True,2.807281,
,blendingP,BP_T_15,gallina,gallina,galleta,conejo,tijera,gallina,3,6,CV,NA,2,gallina_f,NA,0,4,1,2,gallina,True,0.7674866,
,blendingP,BP_T_12,trapo,trapo,traje,NA,flaco,trapo,2,5,CCV,NA,2,trapo_f,NA,0,4,2,2,trapo,True,0.2156372,
,blendingP,BP_T_16,botella,botella,bocina,tetera,laguna,botella,3,6,CV,NA,2,botella_f,NA,0,4,3,3,botella,True,2.012573,
,blendingP,BP_T_03,boca,boca,bote,ceja,cine,boca,2,4,CV,NA,2,boca_f,NA,0,4,4,2,boca,True,0.3358765,
,blendingP,BP_T_06,regla,regla,reloj,lapiz,cabra,regla,2,5,CV,NA,2,regla_f,NA,0,4,5,0,regla,True,1.692169,
,segmentationS,SS_E_01,mesa,mesa,NA,NA,NA,2,2,4,CV,NA,0,mesa,NA,0,5,0,NA,NA,NA,NA,
,segmentationS,SS_E_02,platillo,platillo,NA,NA,NA,3,3,7,CCV,NA,0,platillo,NA,0,5,0,NA,NA,NA,NA,
,segmentationS,SS_P_01,pato,pato,NA,NA,NA,2,2,4,CCV,NA,1,pato,NA,0,5,1,NA,2,True,1.939178,
,segmentationS,SS_P_02,galleta,galleta,NA,NA,NA,3,3,6,CV,NA,1,galleta,NA,0,5,2,NA,3,True,1.15625,
,segmentationS,SS_P_03,bruja,bruja,NA,NA,NA,2,2,5,CCV,NA,1,bruja,NA,0,5,3,NA,2,True,1.092041,
,segmentationS,SS_T_16,brujula,brujula,NA,NA,NA,3,3,7,CCV,NA,2,brujula,NA,0,5,1,NA,3,True,1.707855,
,segmentationS,SS_T_22,cronometro,cronometro,NA,NA,NA,4,4,10,CCV,NA,2,cronometro,NA,0,5,2,NA,4,True,1.387604,
,segmentationS,SS_T_07,gripe,gripe,NA,NA,NA,2,2,5,CCV,NA,2,gripe,NA,0,5,3,NA,2,True,1.240265,
,segmentationS,SS_T_05,plaza,plaza,NA,NA,NA,2,2,5,CCV,NA,2,plaza,NA,0,5,4,NA,2,True,1.019135,
,segmentationS,SS_T_10,ballena,ballena,NA,NA,NA,3,3,6,CV,NA,2,ballena,NA,0,5,5,NA,3,True,1.040131,
,segmentationP,SP_E_01,luna,luna,NA,NA,NA,4,2,4,CV,NA,0,luna,NA,0,6,0,NA,NA,NA,NA,
,segmentationP,SP_E_02,traje,traje,NA,NA,NA,5,2,5,CCV,NA,0,traje,NA,0,6,0,NA,NA,NA,NA,
,segmentationP,SP_P_01,pie,pie,NA,NA,NA,3,1,3,CV,NA,1,pie,NA,0,6,1,NA,3,True,1.891937,
,segmentationP,SP_P_02,fruta,fruta,NA,NA,NA,5,2,5,CCV,NA,1,fruta,NA,0,6,2,NA,5,True,3.936066,
,segmentationP,SP_P_03,paleta,paleta,NA,NA,NA,6,3,6,CV,NA,1,paleta,NA,0,6,3,NA,6,True,2.512177,
,segmentationP,SP_T_28,dragon,dragon,NA,NA,NA,6,2,6,CCV,NA,2,dragon,NA,0,6,1,NA,6,True,2.32309,
,segmentationP,SP_T_26,trineo,trineo,NA,NA,NA,6,3,6,CCV,NA,2,trineo,NA,0,6,2,NA,6,True,3.963684,
,segmentationP,SP_T_23,pelota,pelota,NA,NA,NA,6,3,6,CV,NA,2,pelota,NA,0,6,3,NA,6,True,3.951874,
,segmentationP,SP_T_24,cadena,cadena,NA,NA,NA,6,3,6,CV,NA,2,cadena,NA,0,6,4,NA,6,True,3.023865,
,segmentationP,SP_T_13,reloj,reloj,NA,NA,NA,5,2,5,CV,NA,2,reloj,NA,0,6,5,NA,5,True,2.280731,
