ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
,isolationS,IS_E_01,ga,gallo,gato,NA,NA,1,2,4,CV,1,0,gallo,gato,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_02,la,lago,pelo,NA,NA,0,2,4,CV,1,0,lago,pelo,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_03,mo,mochila,moneda,NA,NA,1,3,6,CV,1,0,mochila,moneda,0,1,0,NA,NA,NA,NA,
,isolationS,IS_P_01,co,conejo,cocina,NA,NA,1,3,6,CV,1,1,conejo,cocina,0,1,1,NA,1,True,2.259132,
,isolationS,IS_P_02,go,gota,ceja,NA,NA,0,2,4,CV,1,1,gota,ceja,0,1,2,NA,0,True,5.995506,
,isolationS,IS_P_03,ca,cabeza,cadena,NA,NA,1,3,6,CV,1,1,cabeza,cadena,0,1,3,NA,1,True,1.339828,
,isolationS,IS_P_04,gri,grillo,gripe,NA,NA,1,2,5,CCV,1,1,grillo,gripe,0,1,4,NA,1,True,6.148285,
,isolationS,IS_T_09,tra,traje,trapo,NA,NA,1,2,5,CCV,1,2,traje,trapo,0,1,1,NA,1,True,2.412155,
,isolationS,IS_T_13,bru,bruja,globo,NA,NA,0,2,5,CCV,1,2,bruja,globo,0,1,2,NA,1,False,1.403702,
,isolationS,IS_T_19,la,lagarto,laguna,NA,NA,1,3,7,CV,1,2,lagarto,laguna,0,1,3,NA,0,False,0.7687378,
,isolationS,IS_T_17,ce,cebolla,cepillo,NA,NA,1,3,6,CV,1,2,cebolla,cepillo,0,1,4,NA,1,True,0.5837555,
,isolationS,IS_T_14,pla,plaza,trigo,NA,NA,0,2,5,CCV,1,2,plaza,trigo,0,1,5,NA,1,False,0.4476624,
,isolationS,IS_T_22,te,tetera,paleta,NA,NA,0,3,6,CV,1,2,tetera,paleta,0,1,6,NA,1,False,0.4601135,
,isolationS,IS_T_04,pe,capa,cama,NA,NA,1,2,4,CV,1,2,capa,cama,0,1,7,NA,0,False,0.3197021,
,isolationS,IS_T_21,pe,pelota,cuchillo,NA,NA,0,3,6,CV,1,2,pelota,cuchillo,0,1,8,NA,0,True,0.2002106,
,isolationS,IS_T_11,cla,clavo,clase,NA,NA,1,2,5,CCV,1,2,clavo,clase,0,1,9,NA,1,True,3.147217,
,isolationS,IS_T_16,bi,bigote,billete,NA,NA,1,3,6,CV,1,2,bigote,billete,0,1,10,NA,1,True,0.4518585,
,isolationS,IS_T_08,ro,ropa,vaso,NA,NA,0,2,4,CV,1,2,ropa,vaso,0,1,11,NA,1,False,0.2696838,
,isolationS,IS_T_07,cu,cuna,pato,NA,NA,0,2,4,CV,1,2,cuna,pato,0,1,12,NA,1,False,0.1598816,
,isolationS,IS_T_27,bru,brujula,crayola,NA,NA,0,3,7,CCV,1,2,brujula,crayola,0,1,13,NA,1,False,0.05247498,
,isolationS,IS_T_20,te,tesoro,ballena,NA,NA,0,3,6,CV,1,2,tesoro,ballena,0,1,14,NA,1,False,0.2474823,
,isolationS,IS_T_06,de,dedo,mesa,NA,NA,0,2,4,CV,1,2,dedo,mesa,0,1,15,NA,1,False,0.168396,
,isolationS,IS_T_02,co,copa,codo,NA,NA,1,2,4,CV,1,2,copa,codo,0,1,16,NA,1,True,0.1318207,
,isolationS,IS_T_03,lu,lupa,luna,NA,NA,1,2,4,CV,1,2,lupa,luna,0,1,17,NA,1,True,0.268219,
,isolationS,IS_T_24,pla,planeta,platillo,NA,NA,1,3,7,CCV,1,2,planeta,platillo,0,1,18,NA,1,True,0.1352692,
,isolationS,IS_T_26,fru,frutilla,plumero,NA,NA,0,3,7,CCV,1,2,frutilla,plumero,0,1,19,NA,1,False,0.2435608,
,isolationS,IS_T_23,to,tomate,gallina,NA,NA,0,3,6,CV,1,2,tomate,gallina,0,1,20,NA,1,False,0.2041321,
,isolationS,IS_T_05,si,silla,gorro,NA,NA,0,2,4,CV,1,2,silla,gorro,0,1,21,NA,1,False,0.1364746,
,isolationS,IS_T_12,bra,brazo,freno,NA,NA,0,2,5,CCV,1,2,brazo,freno,0,1,22,NA,1,False,0.06364441,
,isolationS,IS_T_18,mu,muneca,muralla,NA,NA,1,3,6,CV,1,2,muneca,muralla,0,1,23,NA,1,True,0.1279449,
,isolationS,IS_T_10,pla,plato,playa,NA,NA,1,2,5,CCV,1,2,plato,playa,0,1,24,NA,1,True,0.09999084,
,isolationS,IS_T_25,tri,triciclo,trineo,NA,NA,1,3,8,CCV,1,2,triciclo,trineo,0,1,25,NA,1,True,0.28302,
,isolationS,IS_T_15,fla,flaco,pluma,NA,NA,0,2,5,CCV,1,2,flaco,pluma,0,1,26,NA,1,False,0.2174377,
,isolationS,IS_T_01,bo,boca,bote,NA,NA,1,2,4,CV,1,2,boca,bote,0,1,27,NA,1,True,0.2840729,
,segmentationS,SS_E_01,mesa,mesa,NA,NA,NA,2,2,4,CV,NA,0,mesa,NA,0,2,0,NA,NA,NA,NA,
,segmentationS,SS_E_02,platillo,platillo,NA,NA,NA,3,3,7,CCV,NA,0,platillo,NA,0,2,0,NA,NA,NA,NA,
,segmentationS,SS_P_01,pato,pato,NA,NA,NA,2,2,4,CCV,NA,1,pato,NA,0,2,1,NA,2,True,1.602692,
,segmentationS,SS_P_02,galleta,galleta,NA,NA,NA,3,3,6,CV,NA,1,galleta,NA,0,2,2,NA,4,False,2.671692,
,segmentationS,SS_P_02,galleta,galleta,NA,NA,NA,3,3,6,CV,NA,1,galleta,NA,0,2,2,NA,3,True,1.188141,
,segmentationS,SS_P_03,bruja,bruja,NA,NA,NA,2,2,5,CCV,NA,1,bruja,NA,0,2,3,NA,2,True,1.391678,
,segmentationS,SS_T_04,sopa,sopa,NA,NA,NA,2,2,4,CV,NA,2,sopa,NA,0,2,1,NA,3,False,0.6236115,
,segmentationS,SS_T_03,gato,gato,NA,NA,NA,2,2,4,CV,NA,2,gato,NA,0,2,2,NA,3,False,0.3365021,
,segmentationS,SS_T_18,mariposa,mariposa,NA,NA,NA,4,4,8,CV,NA,2,mariposa,NA,0,2,3,NA,3,False,0.2316437,
,segmentationS,SS_T_21,primavera,primavera,NA,NA,NA,4,4,9,CCV,NA,2,primavera,NA,0,2,4,NA,3,False,0.4353027,
,segmentationS,SS_T_05,plaza,plaza,NA,NA,NA,2,2,5,CCV,NA,2,plaza,NA,0,2,5,NA,3,False,0.4164734,
,segmentationS,SS_T_07,gripe,gripe,NA,NA,NA,2,2,5,CCV,NA,2,gripe,NA,0,2,6,NA,3,False,0.4113922,
,segmentationS,SS_T_14,frutilla,frutilla,NA,NA,NA,3,3,7,CCV,NA,2,frutilla,NA,0,2,7,NA,3,True,0.4515839,
,segmentationS,SS_T_02,cine,cine,NA,NA,NA,2,2,4,CV,NA,2,cine,NA,0,2,8,NA,3,False,0.2020721,
,segmentationS,SS_T_09,tijera,tijera,NA,NA,NA,3,3,6,CV,NA,2,tijera,NA,0,2,9,NA,3,True,0.4206543,
,segmentationS,SS_T_08,fruta,fruta,NA,NA,NA,2,2,5,CCV,NA,2,fruta,NA,0,2,10,NA,3,False,0.4324646,
,segmentationS,SS_T_01,boca,boca,NA,NA,NA,2,2,4,CV,NA,2,boca,NA,0,2,11,NA,3,False,0.4114075,
,segmentationS,SS_T_16,brujula,brujula,NA,NA,NA,3,3,7,CCV,NA,2,brujula,NA,0,2,12,NA,3,True,0.3980255,
,segmentationS,SS_T_19,telefono,telefono,NA,NA,NA,4,4,8,CV,NA,2,telefono,NA,0,2,13,NA,3,False,0.378891,
,segmentationS,SS_T_12,tomate,tomate,NA,NA,NA,3,3,6,CV,NA,2,tomate,NA,0,2,14,NA,3,True,0.467392,
,segmentationS,SS_T_11,juguete,juguete,NA,NA,NA,3,3,6,CV,NA,2,juguete,NA,0,2,15,NA,3,True,0.2682037,
,segmentationS,SS_T_22,cronometro,cronometro,NA,NA,NA,4,4,10,CCV,NA,2,cronometro,NA,0,2,16,NA,3,False,0.4390717,
,segmentationS,SS_T_15,crayola,crayola,NA,NA,NA,3,3,7,CCV,NA,2,crayola,NA,0,2,17,NA,3,True,0.451889,
,segmentationS,SS_T_10,ballena,ballena,NA,NA,NA,3,3,6,CV,NA,2,ballena,NA,0,2,18,NA,3,True,0.3642273,
,segmentationS,SS_T_06,preso,preso,NA,NA,NA,2,2,5,CCV,NA,2,preso,NA,0,2,19,NA,3,False,0.4438477,
,segmentationS,SS_T_17,bicicleta,bicicleta,NA,NA,NA,4,4,9,CV,NA,2,bicicleta,NA,0,2,20,NA,3,False,0.3513794,
,segmentationS,SS_T_13,planeta,planeta,NA,NA,NA,3,3,7,CCV,NA,2,planeta,NA,0,2,21,NA,3,True,0.4198456,
,segmentationS,SS_T_20,chocolate,chocolate,NA,NA,NA,4,4,8,CV,NA,2,chocolate,NA,0,2,22,NA,3,False,0.3587646,
,lettersS,LS_T_15,p,P,F,E,NA,P,NA,NA,NA,NA,2,p,NA,0,3,1,1,P,True,1.024109,
,lettersS,LS_T_05,e,E,A,D,NA,E,NA,NA,NA,NA,2,e,NA,0,3,2,1,E,True,1.57132,
,lettersS,LS_T_07,g,G,D,T,NA,G,NA,NA,NA,NA,2,g,NA,0,3,3,2,G,True,1.216034,
,lettersS,LS_T_11,m,M,W,L,NA,M,NA,NA,NA,NA,2,m,NA,0,3,4,2,M,True,0.919281,
,lettersS,LS_T_21,y,Y,V,B,NA,Y,NA,NA,NA,NA,2,y,NA,0,3,5,0,Y,True,1.219482,
,lettersS,LS_T_18,t,T,F,C,NA,T,NA,NA,NA,NA,2,t,NA,0,3,6,1,T,True,1.339844,
,lettersS,LS_T_16,r,R,K,S,NA,R,NA,NA,NA,NA,2,rr,NA,0,3,7,2,R,True,1.391785,
,lettersS,LS_T_02,b,B,R,L,NA,B,NA,NA,NA,NA,2,b,NA,0,3,8,2,B,True,1.836731,
,lettersS,LS_T_09,j,J,T,N,NA,J,NA,NA,NA,NA,2,j,NA,0,3,9,2,J,True,0.4993896,
,lettersS,LS_T_13,ñ,Ñ,Z,T,NA,Ñ,NA,NA,NA,NA,2,ñ,NA,0,3,10,0,Z,False,0.1006775,
,lettersS,LS_T_22,z,Z,F,R,NA,Z,NA,NA,NA,NA,2,s,NA,0,3,11,0,F,False,0.2745361,
,lettersS,LS_T_20,v,V,Y,J,NA,V,NA,NA,NA,NA,2,v,NA,0,3,12,1,J,False,0.07608032,
,lettersS,LS_T_12,n,N,Z,Q,NA,N,NA,NA,NA,NA,2,n,NA,0,3,13,0,Q,False,0.2351685,
,lettersS,LS_T_19,u,U,O,B,NA,U,NA,NA,NA,NA,2,u,NA,0,3,14,0,O,False,0.1001587,
,lettersS,LS_T_08,i,I,E,Q,NA,I,NA,NA,NA,NA,2,i,NA,0,3,15,2,I,True,0.1437683,
